companyName,companyType,industry,website,city,state,country,parentCompanyName
Rise & Run Boston,AGENCY,Advertising & Marketing,https://www.riseandrun.com,Boston,MA,US,Interpublic Group
Rise & Run NY,AGENCY,Advertising & Marketing,https://www.riseandrun.com,New York,NY,US,Interpublic Group
Rise & Run Parsippany,AGENCY,Advertising & Marketing,https://www.riseandrun.com,Parsippany,NJ,US,Interpublic Group
McCann Health,AGENCY,Healthcare Marketing,https://www.mccannhealth.com,New York,NY,US,Interpublic Group
McCann Health Echo,AGENCY,Healthcare Marketing,https://www.mccannhealth.com,New York,NY,US,Interpublic Group
McCann Health NY,AGENCY,Healthcare Marketing,https://www.mccannhealth.com,New York,NY,US,Interpublic Group
McCann Health SF,AGENCY,Healthcare Marketing,https://www.mccannhealth.com,San Francisco,CA,US,Interpublic Group
McCann Health Toronto,AGENCY,Healthcare Marketing,https://www.mccannhealth.com,Toronto,,Canada,Interpublic Group
IW Group,AGENCY,Public Relations,https://www.iwgroupinc.com,Los Angeles,CA,US,Interpublic Group
IW Group LA,AGENCY,Public Relations,https://www.iwgroupinc.com,Los Angeles,CA,US,Interpublic Group
IW Group NY,AGENCY,Public Relations,https://www.iwgroupinc.com,New York,NY,US,Interpublic Group
IW Group SF,AGENCY,Public Relations,https://www.iwgroupinc.com,San Francisco,CA,US,Interpublic Group
Octagon,AGENCY,Sports Marketing,https://www.octagon.com,Norwalk,CT,US,Interpublic Group
Octagon Atlanta,AGENCY,Sports Marketing,https://www.octagon.com,Atlanta,GA,US,Interpublic Group
Octagon Boston,AGENCY,Sports Marketing,https://www.octagon.com,Boston,MA,US,Interpublic Group
Octagon Charlotte,AGENCY,Sports Marketing,https://www.octagon.com,Charlotte,NC,US,Interpublic Group
Octagon Chicago,AGENCY,Sports Marketing,https://www.octagon.com,Chicago,IL,US,Interpublic Group
Octagon LA,AGENCY,Sports Marketing,https://www.octagon.com,Los Angeles,CA,US,Interpublic Group
Octagon Miami,AGENCY,Sports Marketing,https://www.octagon.com,Miami,FL,US,Interpublic Group
Octagon Naples,AGENCY,Sports Marketing,https://www.octagon.com,Naples,FL,US,Interpublic Group
Octagon Norwalk,AGENCY,Sports Marketing,https://www.octagon.com,Norwalk,CT,US,Interpublic Group
Octagon NY,AGENCY,Sports Marketing,https://www.octagon.com,New York,NY,US,Interpublic Group
Octagon Rogers,AGENCY,Sports Marketing,https://www.octagon.com,Rogers,AR,US,Interpublic Group
Octagon Scottsdale,AGENCY,Sports Marketing,https://www.octagon.com,Scottsdale,AZ,US,Interpublic Group
Octagon Sydney,AGENCY,Sports Marketing,https://www.octagon.com,Sydney,,Australia,Interpublic Group
Magna Global,AGENCY,Media Services,https://www.magnaglobal.com,New York,NY,US,Interpublic Group
Magna Global LA,AGENCY,Media Services,https://www.magnaglobal.com,Los Angeles,CA,US,Interpublic Group
Magna Global London,AGENCY,Media Services,https://www.magnaglobal.com,London,,United Kingdom,Interpublic Group
Magna Global Miami,AGENCY,Media Services,https://www.magnaglobal.com,Miami,FL,US,Interpublic Group
Magna Global NY,AGENCY,Media Services,https://www.magnaglobal.com,New York,NY,US,Interpublic Group
Magna Global Toronto,AGENCY,Media Services,https://www.magnaglobal.com,Toronto,,Canada,Interpublic Group
FCBCURE,AGENCY,Healthcare Marketing,https://www.fcbcure.com,New York,NY,US,Interpublic Group
Rogers & Cowan PMK,AGENCY,Public Relations,https://www.rogersandcowanpmk.com,Los Angeles,CA,US,Interpublic Group
Rogers & Cowan PMK LA,AGENCY,Public Relations,https://www.rogersandcowanpmk.com,Los Angeles,CA,US,Interpublic Group
Rogers & Cowan PMK NY,AGENCY,Public Relations,https://www.rogersandcowanpmk.com,New York,NY,US,Interpublic Group
Performance Art,AGENCY,Advertising & Marketing,https://www.performanceart.com,New York,NY,US,Interpublic Group
Performance Art NY,AGENCY,Advertising & Marketing,https://www.performanceart.com,New York,NY,US,Interpublic Group
Neon NYC,AGENCY,Advertising & Marketing,https://www.neonnyc.com,New York,NY,US,Interpublic Group
Identity Worldwide,AGENCY,Promotional Marketing,https://www.identityworldwide.com,Chicago,IL,US,Interpublic Group
Identity Worldwide Chicago,AGENCY,Promotional Marketing,https://www.identityworldwide.com,Chicago,IL,US,Interpublic Group
Identity Worldwide Detroit,AGENCY,Promotional Marketing,https://www.identityworldwide.com,Detroit,MI,US,Interpublic Group
Identity Worldwide NY,AGENCY,Promotional Marketing,https://www.identityworldwide.com,New York,NY,US,Interpublic Group
FutureBrand,AGENCY,Brand Consulting,https://www.futurebrand.com,New York,NY,US,Interpublic Group
FutureBrand London,AGENCY,Brand Consulting,https://www.futurebrand.com,London,,United Kingdom,Interpublic Group
FutureBrand NY,AGENCY,Brand Consulting,https://www.futurebrand.com,New York,NY,US,Interpublic Group
FutureBrand SF,AGENCY,Brand Consulting,https://www.futurebrand.com,San Francisco,CA,US,Interpublic Group
Elephant,AGENCY,Advertising & Marketing,https://www.elephantagency.com,Los Angeles,CA,US,Interpublic Group
The Brooklyn Brothers,AGENCY,Advertising & Marketing,https://www.thebrooklynbrothers.com,New York,NY,US,Interpublic Group
The Brooklyn Brothers NY,AGENCY,Advertising & Marketing,https://www.thebrooklynbrothers.com,New York,NY,US,Interpublic Group
Current Global,AGENCY,Public Relations,https://www.currentglobal.com,New York,NY,US,Interpublic Group
Current Global Chicago,AGENCY,Public Relations,https://www.currentglobal.com,Chicago,IL,US,Interpublic Group
Current Global Dallas,AGENCY,Public Relations,https://www.currentglobal.com,Dallas,TX,US,Interpublic Group
Current Global LA,AGENCY,Public Relations,https://www.currentglobal.com,Los Angeles,CA,US,Interpublic Group
Current Global NY,AGENCY,Public Relations,https://www.currentglobal.com,New York,NY,US,Interpublic Group
Current Global SF,AGENCY,Public Relations,https://www.currentglobal.com,San Francisco,CA,US,Interpublic Group
Reprise Digital,AGENCY,Performance Marketing,https://www.reprisedigital.com,New York,NY,US,Interpublic Group
FCB Inferno,AGENCY,Advertising & Marketing,https://www.fcbinferno.com,London,,United Kingdom,Interpublic Group
FCB Inferno London,AGENCY,Advertising & Marketing,https://www.fcbinferno.com,London,,United Kingdom,Interpublic Group
Big Family Table,AGENCY,Food Marketing,https://www.bigfamilytable.com,New York,NY,US,Interpublic Group
New Honor Society,AGENCY,Advertising & Marketing,https://www.newhonorsociety.com,New York,NY,US,Interpublic Group
AFG&,AGENCY,Advertising & Marketing,https://www.afg.com,New York,NY,US,Interpublic Group
FCB/SIX,AGENCY,Advertising & Marketing,https://www.fcb.com,Toronto,,Canada,Interpublic Group
FCB/SIX Montreal,AGENCY,Advertising & Marketing,https://www.fcb.com,Montreal,,Canada,Interpublic Group
FCB/SIX NY,AGENCY,Advertising & Marketing,https://www.fcb.com,New York,NY,US,Interpublic Group
FCB/SIX Toronto,AGENCY,Advertising & Marketing,https://www.fcb.com,Toronto,,Canada,Interpublic Group
HUSTLE,AGENCY,Advertising & Marketing,https://www.hustlela.com,Los Angeles,CA,US,Interpublic Group
HUSTLE LA,AGENCY,Advertising & Marketing,https://www.hustlela.com,Los Angeles,CA,US,Interpublic Group
